,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths,Total Investment Costs
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,80365414.59319118,67876429.13251388,0.0,3276.9016223102835,0.006846355855624047,67879706.03413619
120,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,32865999.659178194,61881638.71326314,230600000.0,652.4668439836822,0.008320348421623238,292482291.1801071
121,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,32075102.84609636,60229670.115624666,267200000.0,634.8912173699553,0.008164441447916088,327430305.006842
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,2,0,0,88710516.4591412,89031465.65611869,0.0,3004.432579610504,0.009019889243367028,89034470.0886983
123,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,72398378.16379532,49746048.166458994,115300000.0,2569.9183743641233,0.006774065980071679,165048618.08483335
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,3,0,0,3,0,0,75804611.63787052,100258169.42745149,0.0,2483.1804829228504,0.008123426271060923,100260652.60793442
125,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,0,2,0,0,2,0,0,1,0,0,3,0,0,18772245.2398488,138913763.45944986,61400000.0,861.2980521654937,0.0011945904901908592,200314624.75750202
126,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,7321276.860490079,89673223.81690525,176700000.0,198.8285440199167,0.0014598164391225537,266373422.64544928
127,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,63925559.05664748,73286840.90136537,61400000.0,1942.2220108645456,0.009345166409475688,134688783.12337622
128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,2,0,0,2,0,0,57264298.958642565,96363545.87564048,30700000.0,1878.3651887987926,0.006109655776860513,127065424.24082927
129,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,2,0,0,3,0,0,18486975.825282723,104700054.38476095,115300000.0,378.61031992654796,0.004375852436068567,220000432.99508086
130,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5,3,0,3,0,0,33161884.941523105,88675346.41478616,92100000.0,634.5634024494418,0.009876699972984716,180775980.9781886
131,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,3,0,0,2,0,0,3,0,0,18394055.88260867,104700054.38476095,115300000.0,774.5737866780569,0.0014621132734445761,220000828.95854762
132,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,3,0,0,12991713.747936867,108713058.36650771,146000000.0,0.0,0.005430206573515246,254713058.3665077
133,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,5,1,0,4,0,0,28858176.07628055,76121026.78971115,146000000.0,571.5643810589022,0.007330758138236143,222121598.3540922
134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,4,0,0,4,0,0,1965468.0118742776,117318391.0247687,84600000.0,79.02572948211,0.00017511841647255128,201918470.0504982
135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,4,0,0,2,0,0,4,0,0,13894656.723728992,114955275.88212542,84600000.0,482.8033160716723,0.0013059029853260057,199555758.68544152
136,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,55399060.817536816,59108342.638538405,115300000.0,2257.508559434386,0.004729022712993679,174410600.14709786
137,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,3,0,0,2,0,0,28756917.365703933,93586128.52868606,92100000.0,1190.1601951733342,0.0024186178388366742,185687318.68888122
138,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,1,0,0,2,0,0,2,0,0,3,0,0,19479846.631280646,140388052.06684586,61400000.0,808.2451655611089,0.0015991303041405665,201788860.31201142
139,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,2,0,0,3,0,0,10423040.616049286,104700054.38476095,146000000.0,377.63021600497495,0.0008452401056595364,250700432.01497695
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,4,0,0,2,0,0,4,0,0,18924144.521290608,147186195.2276252,0.0,625.9960998138622,0.002001179236020293,147186821.223725
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,100201938.7501719,64459323.85318004,0.0,4166.4316057019605,0.00828224968755279,64463490.28478575
142,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,4,0,0,28020656.323539253,64907229.22808025,176700000.0,561.7051027301105,0.006935235575531511,241607790.93318298
143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,30196010.032273553,104597605.14778653,84600000.0,726.2482490813484,0.004974764155119677,189198331.3960356
144,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,71637651.40158679,33899030.27732149,146000000.0,2792.4152101407053,0.008024878417015067,179901822.69253162
145,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,22143447.61897734,60972751.93779178,297900000.0,729.3101236882367,0.0023308263001622503,358873481.24791545
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,4,0,0,3,0,0,3,0,0,8959638.446197856,150306216.08149666,0.0,289.58338815104173,0.0010019469358235901,150306505.6648848
147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,2,0,0,3,0,0,42351719.39522844,99136841.95036522,30700000.0,1386.360957491392,0.004549011255622121,129838228.3113227
148,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,36667442.11922331,56330925.29158398,146000000.0,1197.206397935265,0.0040009574937054475,202332122.4979819
149,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,4,0,0,33688810.42907242,62877014.97552262,146000000.0,668.7986640308452,0.008521910915002996,208877683.77418667
150,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,30346204.157106303,34910310.18717702,176700000.0,1013.1072441884612,0.00336872958102726,211611323.2944212
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,3,0,0,2,0,0,3,0,0,31170106.27499235,137394955.47892287,0.0,761.062653277875,0.003614940557817557,137395716.54157615
152,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,31571173.38711814,63002966.190349415,146000000.0,1037.5974421043588,0.0033469255097636433,209004003.7877915
153,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0,3,0,0,1,0,0,3,0,0,18596365.69200078,140943977.7120075,61400000.0,695.3927697985073,0.0014361111951546892,202344673.10477728
154,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,4,0,0,3315037.2018609387,109972511.44422594,146000000.0,0.0,0.004452821733099404,255972511.44422594
155,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,2,0,0,3,0,0,30697165.765261978,97106627.69780758,61400000.0,1007.0967375243773,0.0032732458879050955,158507634.7945451
156,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,1,0,0,3,0,0,3,0,0,3,0,0,22343910.364448473,138503291.37921557,30700000.0,905.8866495651445,0.001939168349110447,169204197.26586515
157,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,46812290.0553412,64833433.20475732,92100000.0,1762.5977923782848,0.0038104919631099317,156935195.80254972
158,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,2,0,0,3,0,0,3,0,0,3,0,0,2610806.0783103085,105821381.86184722,267200000.0,51.123443053478795,0.0006881653687420837,373021432.9852903
159,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,3,0,0,4,0,0,972394.7403886935,111841042.015709,146000000.0,21.797083414797033,0.00015492480731312601,257841063.8127924
160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,84118056.95430902,86490449.77463719,30700000.0,3006.4018651012166,0.007800337396994941,117193456.17650229
161,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,69980591.8475102,55209597.81449771,115300000.0,2242.2397956610403,0.008330441182531467,170511840.05429336
162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,6,0,0,4,0,0,73476341.63503624,68131392.75477895,84600000.0,2406.054807411714,0.007883078873314105,152733798.80958638
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,3,0,0,0,0,0,3,0,0,67442522.01840183,130049883.6826075,0.0,2398.8893234352176,0.006700601281408588,130052282.57193093
164,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,76226836.77750851,89496537.93935376,30700000.0,3366.8564392534,0.005704865691775144,120199904.79579301
165,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,0,0,4,0,0,12760421.74718803,88551896.33981897,176700000.0,502.716921555216,0.0014840877028603943,265252399.05674052
166,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,2,0,0,3,0,0,55816166.38268696,97106627.69780758,30700000.0,1832.1184039095917,0.005941749732015717,127808459.81621149
167,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,2,0,0,2,0,0,2,0,0,3,0,0,7782300.806849086,144961345.7865796,61400000.0,347.5195906897029,0.0005267521922854271,206361693.30617028
168,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,2,0,0,2,0,0,32559024.60080807,92464801.05159979,61400000.0,1074.1361803308318,0.0034244355129112295,153865875.18778014
169,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,36436456.24706616,59851424.46070552,146000000.0,1204.7227976799068,0.003816573971973014,205852629.1835032
170,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,18088245.45229292,141046370.84639168,61400000.0,794.392109126837,0.0015451874246737395,202447165.2385008
171,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,96906588.23752621,49746048.166458994,84600000.0,3271.797748444006,0.009901901859074561,134349319.96420744
172,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,3,0,0,2,0,0,30609326.180336297,95454659.10016912,61400000.0,1244.0590944268283,0.0026353907479060665,156855903.15926355
173,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,3,0,0,2,0,0,2,0,0,39497876.25541041,134608667.82740456,30700000.0,1351.9414060379697,0.004138467878486225,165310019.7688106
174,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0.0,86647633.30208814,297900000.0,0.0,0.0,384547633.30208814
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,3,0,0,1,0,0,2,0,0,49094938.96368632,133597387.91754901,0.0,2013.46580809947,0.004376391957500764,133599401.38335711
176,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,22884194.24936128,69328115.98826392,176700000.0,752.9866066994006,0.0024164954463362347,246028868.9748706
177,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,1,0,0,3,0,0,14071211.822534764,145968261.6036098,61400000.0,0.0,0.005841280608027874,207368261.6036098
178,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,3,0,0,3,0,0,13007006.888939317,105821381.86184722,115300000.0,254.4783038678219,0.0034377171729930264,221121636.3401511
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0,0,1,0,0,90863849.8529309,88695796.86558224,0.0,3074.9512803471252,0.009238751702654324,88698871.81686258
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,0,4,0,0,0,0,0,4,0,0,30960376.00819531,144878398.8997057,0.0,1538.8629138165365,0.0016857056807817261,144879937.76261953
181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0,3,0,0,3,0,0,21546715.48815685,108026728.95279229,84600000.0,698.8639567431989,0.0023833162106745324,192627427.81674904
182,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,1,0,0,3,0,0,57128168.33745423,96095347.78795207,30700000.0,1893.7847137803997,0.005972525046160748,126797241.57266584
183,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,34713460.33350411,60870358.80340761,146000000.0,710.9883881345487,0.008248795644455619,206871069.79179573
184,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,2,0,0,3,0,0,1,0,0,3,0,0,15937110.038405754,103688774.4749054,146000000.0,753.6125145898054,0.0009301622790123475,249689528.08742
185,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,2,0,0,3,0,0,12667623.46408002,104700054.38476095,146000000.0,272.7242311180403,0.002593895430716025,250700327.10899207
186,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,3,0,0,4,0,0,4021838.150312077,106816758.12410669,146000000.0,78.59159726354846,0.0010669835399297009,252816836.71570396
187,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,1,0,0,3,0,0,3,0,0,3,0,0,19484331.06740645,138503291.37921557,61400000.0,636.1764998010015,0.0021102611445260816,199903927.55571538
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,3,0,0,3,0,0,2,0,0,99061577.30324718,131169693.16155066,0.0,1938.520941916219,0.009867047185254847,131171631.68249257
189,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,24247399.103177257,102392258.05684146,146000000.0,0.0,0.009405107618268621,248392258.05684146
190,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,15371999.78796823,71499834.83314997,297900000.0,507.47449804124744,0.0016053821552791537,369400342.307648
191,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,36570939.75695286,60229670.115624666,176700000.0,749.5159760077205,0.009254757902200768,236930419.63160068
192,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,33289440.860432252,38804933.73898803,261300000.0,638.1952701345233,0.009841966464863329,300105571.93425816
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,94731041.77863325,87001251.40356107,0.0,3226.2919624418446,0.009531324987349252,87004477.69552352
194,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,53183131.63535784,37683606.26190176,146000000.0,2031.7766432412136,0.005980983742863063,183685638.038545
195,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,0,0,2,0,0,3,0,0,3,0,0,68375001.1880104,136486068.7034515,30700000.0,1206.9206725417168,0.007687841689898703,167187275.62412405
196,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,58535975.085224226,34910310.18717702,146000000.0,1754.8964365709185,0.008962205792400986,180912065.08361357
197,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,2,0,0,2,0,0,3,0,0,20539462.553052697,135351749.64957166,61400000.0,688.5627030486717,0.002090849566835672,196752438.2122747
198,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,5,0,0,2,0,0,30742502.759881333,60814819.85271345,146000000.0,1253.5939978863514,0.0026184977793675475,206816073.44671136
199,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,3,0,0,2,0,0,2,0,0,39518512.178355366,134608667.82740456,30700000.0,1329.3924044368782,0.004176630781055396,165309997.219809
